,5UTRlen,3UTRlen,CDSlen,mRNA_DW,Eff_DW,hl_JC_RZ,syn_JC_RZ,pro,tAI,TR,startWin_1_MEE,startWin_end_MEE,stopWin_1_MEE,stopWin_end_MEE,uORF,GC3,CDSminMFE,CDSmeanMFE,pAlen2
YKR025W,3.434,4.6151,6.7441,4.2382,0.40768,1.9315,1.4429,5.2095,0.42,-1.2623,-6.9,-4.8,-2.3,-1.4,-1.6094,-0.52115,-15.9,-8.3593,28.4
YBR028C,4.0943,5.1705,7.3639,3.9299,-0.62078,1.1632,1.6134,5.116,0.38,-2.2118,-9.8,10.7,-5.2,-3.1,0.18232,-0.59627,-14.9,-7.9686,40.8
YER008C,4.1744,4.4308,8.2968,3.8826,-0.77666,3.4782,-0.28564,5.0773,0.38,-2.2653,-6.8,-9.7,-10,1.4,-1.6094,-0.6025,-17.5,-6.6894,28
YJL155C,4.8675,5.0626,7.2145,3.0708,-0.10866,2.1282,1.139,4.1431,0.38,-2.3881,-3.8,-3.8,-5.2,-6.7,-1.6094,-0.63807,-14.5,-7.5114,34.1
YFR027W,5.9965,4.852,6.7405,2.6525,0.15445,1.335,0.21725,3.7377,0.32,-3.1258,-5.6,-2.5,-10.8,-5.2,0.18232,-0.48936,-16.4,-7.5037,30.8
YJL122W,2.8332,5.037,6.2691,4.8648,0.25369,0.26236,4.1772,6.1174,0.45,-1.8036,-1.67,-1.67,-3.2,-2.9,-1.6094,-0.45759,-15.7,-8.8313,37.6
YNR007C,3.2958,5.7137,6.8384,2.6019,0.39078,2.1972,0.61121,4.538,0.36,-2.3392,1.8,1.8,-3.9,-10.1,-1.6094,-0.64478,-13.6,-6.9767,59.9
YKL190W,3.1781,5.118,6.2691,5.0893,0.21975,2.2618,2.3552,5.7483,0.4,-1.7802,-10.3,-10.3,-9.4,-10.5,0.18232,-0.47571,-13.8,-9.2813,33.8
YMR009W,3.5264,4.5747,6.2916,4.0701,0.17687,1.8871,2.2564,4.4308,0.4,-1.4389,-4.1,-4.1,-5,-6.8,0.18232,-0.48244,-22.3,-8.8438,32.5
YNL072W,3.0445,4.4067,6.8287,3.6074,-0.16602,2.2925,0.11401,3.8067,0.34,-2.0356,-7.2,-7.2,-6,-1.9,-1.6094,-0.28055,-20,-11.007,44.4
YIL108W,3.1781,4.4067,7.6454,3.814,-0.31595,3.0106,0.55883,4.2674,0.37,-2.112,5.9,5.9,-5.9,0.3,-1.6094,-0.46181,-21.6,-10.415,43.3
YDR410C,2.6391,2.9957,6.5793,4.1202,-0.43505,0.87547,2.6804,4.4886,0.33,-2.2146,-2.7,-2.7,-3,-3,-1.6094,-0.58919,-17.2,-9.2409,33.8
YOR322C,5.5255,5.0173,7.8067,3.8306,-1.0176,1.9741,1.1884,4.7244,0.33,-1.6923,-1.2,-3.8,-4.2,-2.2,-1.6094,-0.65682,-20.5,-8.1375,15.2
YOR048C,3.434,4.5109,8.0133,4.5868,-0.68705,2.7663,1.0295,5.0978,0.39,-1.6745,-11.1,-10.8,-5.9,3.7,-1.6094,-0.57397,-18.5,-8.6697,28.1
YNL147W,4.4188,3.7377,5.8522,5.012,0.5967,1.7047,2.5248,5.7526,0.42,-2.098,-2.3,-6.4,2.3,-2.5,0.18232,-0.68735,-8.7,-5.62,28.8
YBR159W,3.7136,4.4543,6.9508,5.3883,-0.014823,2.1401,2.2479,6.2829,0.44,-2.4146,0.8,9.9,-10.1,-6.4,-1.6094,-0.6372,-18.3,-8.9939,29.2
YOR075W,3.4657,3.9512,6.9479,3.5832,-0.29783,2.3514,0.39518,4.2485,0.39,-1.7904,-1.7,-1.7,-3.5,-2.1,-1.6094,-0.63532,-16.1,-5.997,29.1
YBR094W,4.1897,4.6444,7.724,3.8,-0.32553,2.4423,0.57669,4.5951,0.42,-2.7504,-1.5,-2.8,-3.8,-2.1,-1.6094,-0.60027,-17.2,-7.9419,32
YDR035W,3.0445,5.3891,7.0148,5.1771,0.10797,2.6878,2.8982,7.4832,0.47,-1.4784,-6.7,-6.7,-4.7,11.1,-1.6094,-0.51694,-19.3,-9.4,29.7
YGR042W,2.9444,4.4188,6.7044,3.4588,-0.8429,1.5892,0.93074,3.7377,0.36,-2.3465,-8.2,-8.2,-3.6,0,-1.6094,-0.54935,-11.8,-7.3192,42.6
YDL042C,3.6376,4.7875,7.4319,3.4282,-0.49697,0.95551,1.0326,4.7215,0.37,-2.6242,-7.3,-5.1,-1.6,3.2,-1.6094,-0.55081,-19.2,-7.9273,33.1
YDR531W,3.912,4.2767,7.0067,4.5756,-0.41099,1.8245,1.9755,5.3295,0.38,-1.8055,-12.8,-9.4,-6.8,-2.3,0.18232,-0.61131,-17.4,-8.3486,34.3
YLR002C,3.8918,4.2047,7.5969,4.2559,-0.04451,1.6292,1.6847,5.5972,0.4,-1.7856,-0.1,-7.1,-8,-3.9,-1.6094,-0.64568,-16.6,-6.98,39.3
YER145C,2.9957,4.6052,7.1025,5.7216,-0.075081,1.5686,3.062,6.4184,0.4,-1.7874,-9.9,-9.9,-11.4,3.3,-1.6094,-0.30178,-17.8,-10.118,34.2
YER110C,4.7095,5.0239,8.1143,6.2232,-0.083436,3.6814,1.1055,7.4403,0.5,-3.0769,-5.5,-2.2,-8.6,-4.7,0.18232,-0.60733,-17,-8.3345,30.4
YHR123W,2.7081,4.8903,7.0699,4.1833,-0.011657,1.9021,0.94223,4.9511,0.35,-2.9917,-1.6,-1.6,0.7,-5.5,-1.6094,-0.54145,-12.5,-7.9605,33.2
YLR108C,4.0775,4.9558,7.2848,3.9962,-0.81438,1.9879,1.3829,5.0897,0.38,-1.9018,-12.2,-8.7,-3.6,-2.1,-1.6094,-0.56076,-18.2,-7.6957,34.9
YKR008W,3.3322,4.804,7.538,4.1419,-0.031318,1.8563,1.1001,4.9698,0.4,-2.031,-4.6,-4.6,-3.9,-5.8,-1.6094,-0.63679,-17.5,-6.8967,38
YDR226W,3.1355,4.8363,6.5058,7.2058,0.37685,2.8034,3.0813,8.1569,0.58,-1.0183,-1.8,-1.8,-8.6,-4.1,-1.6094,-0.50176,-19.3,-10.219,29.9
YDR108W,3.5835,4.4543,7.6483,3.2562,-0.74252,1.2238,1.2431,4.1641,0.35,-2.8117,2.1,-7.1,-5.9,-1.8,-1.6094,-0.61323,-18.3,-7.1838,31.4
YBR036C,3.8501,5.2679,7.1172,4.8849,-0.10731,2.0015,2.2877,5.9948,0.36,-2.0242,-2.7,-7.6,-7,-5.5,-1.6094,-0.37103,-18.8,-9.5875,34.9
YMR079W,3.5553,5.7961,6.8189,5.8241,0.22494,2.5494,2.1947,7.0738,0.48,-1.3027,5.5,0,-0.2,-2.1,-1.6094,-0.63827,-16.3,-9.3586,38.7
YLR068W,3.6109,4.6821,6.1225,3.4115,1.0071,0.64185,2.4368,4.7274,0.48,-1.7407,-6.1,-7,-0.8,-1,-1.6094,-0.48102,-13.5,-4.6714,33.8
YER027C,4.2627,5.4381,7.1341,4.3072,0.34192,1.7405,1.4753,4.4998,0.37,-2.1663,-1.1,-4.2,-4.1,-13.7,-1.6094,-0.55115,-19.9,-8.4375,32.2
YOR196C,2.5649,5.0814,7.1269,3.9342,-0.33604,1.4816,2.0615,5.3066,0.38,-2.4865,-7.9,-7.9,-1.6,-8.3,-1.6094,-0.66541,-16.9,-9.51,38.3
YGR235C,3.3673,5.0173,6.5539,4.3721,0.2903,2.1282,1.745,5.2453,0.4,-2.1354,-8.8,-8.8,-12.9,-6,-1.6094,-0.54973,-14.5,-8.6636,32.5
YLR406C,3.2189,5.2311,5.8348,7.1197,0.47497,2.0015,3.6771,7.2696,0.59,-1.5678,-2.1,-2.1,-1.6,2.7,-1.6094,-0.51714,-10.8,-7.13,29.1
YKL173W,3.3322,4.625,8.0153,3.6638,-0.56238,2.0541,0.76172,4.7303,0.36,-2.2055,-6.4,-6.4,-6.6,-3.5,-1.6094,-0.61851,-15.2,-7.9152,50.6
YLR383W,4.4067,4.1589,8.1152,3.4217,-1.1981,2.4248,0.091847,4.3041,0.39,-2.8302,-2.8,-5,-3.1,-3.8,-1.6094,-0.62789,-16.7,-7.5436,35.5
YDR469W,3.6889,3.8712,6.2691,4.1296,-0.24182,1.8871,1.9054,4.3395,0.35,-2.21,-6.7,-7.8,0,-6.2,-1.6094,-0.68891,-15.9,-6.0044,27.9
YDR155C,3.434,4.6728,6.1924,8.1878,0.53995,3.0634,3.7562,8.3475,0.61,-1.5073,-0.5,0,-14.3,-10.3,-1.6094,-0.36652,-24.4,-12.76,25.1
YJL176C,4.0431,5.425,7.8152,4.0694,-0.33863,1.5892,1.4673,4.4308,0.4,-2.1136,4.3,-7.2,-6.6,-8.9,-1.6094,-0.57255,-18.8,-6.9099,34.1
YPL087W,2.9957,4.9767,6.8607,4.0905,-0.28051,2.3795,1.6346,4.361,0.38,-2.6423,-6.7,-6.7,-7.8,-8.9,-1.6094,-0.51243,-18.2,-9.23,32.4
YDR302W,3.7612,4.2767,6.4922,3.8916,0.22514,1.1939,2.0314,5.8406,0.38,-3.4738,-4.5,-3.5,-6.5,-3.9,-1.6094,-0.63602,-14.9,-7.14,35.3
YJL054W,1.6094,5.0938,7.2703,4.5862,-0.92237,1.5041,2.2175,4.7622,0.37,-1.7516,-13.5,-13.5,0,-6.2,-1.6094,-0.54729,-17.6,-9.1993,33
YKL122C,3.1781,4.4067,6.2226,4.6917,0.32324,1.2528,2.5793,5.4624,0.38,-1.6384,-5.5,-5.5,-1.9,-3.6,-1.6094,-0.61418,-14.9,-6.26,33.4
YJL096W,3.6109,4.2485,6.1862,4.312,0.19566,1.5476,2.5481,4.4308,0.39,-2.2405,-0.2,-2.5,-2.4,-5.7,-1.6094,-0.65918,-10.3,-6.2067,30.7
YHR142W,4.6913,4.3307,6.8575,4.0293,-0.13155,0.95551,2.4629,4.9224,0.35,-2.3351,-8.4,-6,-11.3,-2.4,0.18232,-0.50501,-16.6,-9.13,44.3
YPL129W,4.0431,4.654,6.5999,4.7144,0.39513,1.9021,2.3157,5.2883,0.39,-1.8301,-5.7,-5.7,-10.4,2.65,-1.6094,-0.63322,-14,-7.9478,39.8
YJL203W,3.1355,4.6444,6.737,3.0815,0.38303,1.2238,1.3743,4.4998,0.36,-2.1228,-5.3,-5.3,-2.1,-7.7,-1.6094,-0.57774,-14.9,-7.1741,30.5
YIL147C,5.3083,4.4773,8.206,4.0402,-1.5553,1.9459,1.3251,4.0073,0.36,-2.3827,-2.4,-8.8,4.6,-9,-1.6094,-0.68159,-22.7,-7.9694,31.1
YKL017C,1.9459,4.6444,7.6266,2.712,-0.52039,1.335,1.1206,4.3438,0.4,-2.4079,-1.7,-1.7,-2.9,0,-1.6094,-0.58302,-14.1,-6.4537,35.8
YBL018C,3.6889,4.0431,5.9965,4.5588,-0.063568,1.7047,0.98209,4.8081,0.39,-1.6487,-7.6,-0.5,-3.3,-2.8,-1.6094,-0.69841,-12.7,-8.675,29.8
YNR053C,3.7377,4.1109,7.2869,5.0527,-0.14702,0.26236,3.6853,6.5453,0.44,-0.50501,-4.5,-3.2,-0.2,-2.8,-1.6094,-0.56216,-19.5,-10.065,49.6
YDL063C,4.6052,4.9698,7.5299,4.3376,-0.52823,0.91629,2.3335,5.3423,0.35,-2.0341,-5.7,-5.6,-1.4,-4.1,-1.6094,-0.63762,-20.9,-7.9049,27.3
YBR290W,1.9459,4.8283,6.8732,3.7379,0.19235,2.8154,0.8196,4.6412,0.34,-1.5082,-7.7,-7.7,-2.2,-3.3,-1.6094,-0.70421,-12.6,-5.5774,35.5
YML113W,3.8712,4.9628,6.6161,3.7298,0.051905,0.91629,1.5899,4.793,0.33,-2.0197,-2.3,-9.3,-1.9,-6,-1.6094,-0.3538,-18.1,-8.9435,34.7
YFR051C,2.7726,4.2905,7.4031,5.1437,-0.083204,2.6672,1.3705,6.3925,0.42,-1.7282,-1.2,-1.2,-1.6,-0.17,-1.6094,-0.4222,-23.6,-10.045,30.1
YOR025W,2.9444,4.8442,7.2034,4.2249,-0.68224,1.8083,0.97712,5.649,0.34,-1.856,-5.6,-5.6,-5.5,-4.3,-1.6094,-0.46855,-19.1,-8.0977,35
YGL070C,3.1781,5.79,5.9108,4.5975,0.5726,1.6292,2.271,5.8824,0.37,-1.791,-5.9,-5.9,-4.8,-6.2,-1.6094,-0.58353,-13.7,-9.5727,31.2
YCR027C,5.1591,6.4568,6.4457,3.4366,-0.22451,1.0296,1.8274,4.7679,0.32,-2.1169,-10.4,-7.7,-5.6,-1.7,0.18232,-0.63194,-16,-9.1316,67.9
YDR176W,3.6376,3.4657,7.654,3.8672,-0.87551,1.2809,1.6077,4.3567,0.38,-1.6368,3.6,3.6,-2.4,-2.4,-1.6094,-0.6601,-14.7,-6.6377,29
YDR484W,2.8904,4.2767,7.5632,3.1826,-0.50848,1.5892,0.81053,4.4268,0.37,-2.6722,-7.9,-7.9,-6.7,-7,-1.6094,-0.67741,-13.1,-5.9079,28.1
YOR207C,3.091,5.1533,8.1461,4.6795,-0.55985,3.1224,0.80655,5.4958,0.44,-2.1021,5.6,5.6,-6.9,0.3,-1.6094,-0.68875,-18.9,-8.4575,33.5
YBL045C,5.2204,5.1648,7.2255,4.8015,0.054919,3.2658,1.1724,5.5255,0.48,-2.9262,-3.1,-8.1,-13,-10.3,0.18232,-0.46306,-17.9,-8.9295,27.7
YOR175C,4.3438,5.0876,7.5283,4.8427,-0.51776,1.8405,1.8534,4.9904,0.41,-1.8611,-0.1,-7.8,-4.8,7.9,-1.6094,-0.60951,-19.1,-7.75,30.7
YNL329C,2.8332,4.0943,8.0369,3.5855,-1.5508,1.7228,1.038,3.8214,0.34,-1.6513,-0.4,-0.4,-7.6,-4.6,-1.6094,-0.64923,-15.4,-7.9276,42.3
YGL028C,5.0434,5.7004,7.3957,4.9899,0.19716,1.5476,1.7011,4.3175,0.45,-0.019999,-2.3,-6.5,-7.1,0,0.78846,-0.68442,-15.3,-7.6642,37.6
YDR054C,5.1533,6.1883,6.789,4.6676,0.14647,1.9021,2.203,5.6915,0.39,-1.511,-4.5,-8.7,0,0,-1.6094,-0.52874,-13.6,-7.7857,33
YLR114C,4.1589,5.9839,7.7385,4.2056,-0.78885,2.3888,0.54534,5.1874,0.39,-2.0596,-14.2,-7.8,-6.1,-5,-1.6094,-0.59554,-16.6,-7.4627,29.9
YBR102C,4.3438,4.654,7.724,3.6725,-0.30141,3.0253,-0.020194,4.4148,0.37,-2.2936,-7,-0.5,-4.5,-10.3,-1.6094,-0.56465,-15.4,-7.4614,37.3
YDR096W,6.4583,4.9127,7.8954,3.0996,-0.60892,2.2083,0.4017,3.989,0.36,-2.7242,-6.7,-7.5,-3.5,-0.7,-1.6094,-0.61965,-22.3,-7.2042,30.7
YFR021W,4.5433,4.6913,7.3152,3.5565,-0.27897,2.4159,-0.096699,4.5574,0.36,-1.9519,1.1,-4.8,-13.9,-3.5,-1.6094,-0.43847,-19.1,-9.1884,37.1
YJR042W,3.1355,4.5539,7.712,4.2772,-0.43712,1.9169,1.5268,5.461,0.35,-1.8592,-6.7,-6.7,-3.3,-4.5,-1.6094,-0.63188,-19.3,-7.9123,29.7
YPL133C,4.8598,4.9836,7.2012,3.2847,-0.9751,1.4816,0.60522,3.8501,0.33,-1.7868,-8.9,-5.8,-5.3,-7.1,-1.6094,-0.54102,-18.2,-9.8488,31.7
YNR023W,3.6889,4.5433,7.439,3.1411,-0.20038,1.4816,0.93076,4.2097,0.33,-1.8061,-6.5,-5.8,-8.8,-4.5,-1.6094,-0.59321,-16.5,-7.3564,35.6
YOL096C,3.3322,4.7536,6.8448,3.2891,0.1177,2.4423,0.85409,4.5218,0.37,-2.4169,-5.8,-5.8,-5.1,-6.1,-1.6094,-0.46516,-16.7,-9.3033,33.5
YHR121W,4.2047,4.2905,6.3351,4.5813,0.31976,1.8563,2.4459,4.2293,0.39,-2.3218,-9.7,-6.6,1.6,-8.8,-1.6094,-0.48647,-12.6,-6.8,30.7
YOL038W,3.5264,4.0604,6.6399,5.4456,0.3035,3.0634,1.7607,6.746,0.4,-0.89575,-4.4,3.6,-1.5,-3.9,0.18232,-0.42384,-19.6,-11.092,29.1
YKL211C,2.9444,4.852,7.2828,4.6446,0.057714,2.0541,2.5808,7.2093,0.41,-2.5257,-2.7,-2.7,-0.9,-9.6,-1.6094,-0.4897,-18.1,-10.668,31.4
YCL059C,3.1781,4.6634,6.8575,5.1036,0.11726,2.1518,2.1606,3.7842,0.43,-1.8592,-6.3,-6.3,-4.6,-8,-1.6094,-0.54772,-16.4,-7.3467,33.9
YLR095C,3.6889,4.0604,7.7993,3.6454,-0.44555,1.9601,1.0998,4.4811,0.37,-1.8395,-5.4,-4.8,6.2,-6.7,-1.6094,-0.47312,-16.6,-7.84,31.4
YBR034C,2.5649,5.247,6.9537,5.1498,-0.062286,0.18232,4.0804,6.2442,0.46,-1.5833,-4.8,-4.8,-10.7,5.3,-1.6094,-0.43367,-17.6,-9.0818,30
YJR063W,3.8501,4.8675,5.9349,4.775,0.24664,0.53063,3.4265,6.6966,0.41,-2.2182,-7.1,3.9,-4.5,-3.4,-1.6094,-0.51644,-12.6,-8.6091,30.1
YDL040C,3.2581,4.7185,7.8497,5.2115,-0.31943,2.4248,1.4263,6.1107,0.42,-1.842,-8,-8,-1.4,-9.7,-1.6094,-0.53595,-17.1,-8.15,27.6
YML041C,3.7842,4.4188,6.737,3.1814,-0.074555,1.6094,0.62087,4.2195,0.32,-2.5956,-8.3,-7.8,-5.3,-7.2,-1.6094,-0.61653,-14.3,-6.8444,38.1
YML014W,2.3026,4.2195,6.7334,4.052,0.10034,2.0541,0.87708,4.4067,0.36,-2.331,-6.4,-6.4,-9.1,-8.4,-1.6094,-0.39567,-17.4,-9.1615,36
YKR071C,1.0986,5.4889,6.9537,4.8171,0.26137,3.5863,0.52867,5.6058,0.41,-1.2776,-8.3,-8.3,-3.9,-5.3,-1.6094,-0.63907,-14.3,-7.3627,34.2
YKL120W,4.4998,5.2149,6.8824,5.3582,0.11994,1.2238,1.6439,7.3957,0.42,-1.3771,-4.6,-3,-2.7,-1.5,0.18232,-0.65522,-16.7,-9.1355,35
YLR381W,3.9318,4.3175,7.6971,2.6319,-1.185,1.335,0.31683,3.6636,0.32,-2.8878,-4.6,-4,-1.3,-8.9,-1.6094,-0.53237,-19.2,-7.2292,38.6
YMR011W,3.6376,4.7274,7.3939,5.4046,0.12629,2.6672,2.0129,6.5898,0.48,-2.6283,-6.1,-4.4,0.7,-3.2,-1.6094,-0.60256,-14.7,-8.4189,37.7
YER092W,2.1972,5.5373,5.9349,4.5274,0.27717,1.9315,2.5606,4.7735,0.35,-1.526,-2.9,-2.9,-8.7,5.4,-1.6094,-0.61418,-16.9,-8.4909,23.8
YMR153W,3.7612,4.9972,7.264,3.9752,0.15774,1.9315,1.3042,5.1892,0.36,-2.2238,-3.8,-4,-5,-6.4,-1.6094,-0.61418,-14.8,-7.4848,32.5
YPR103W,4.4427,4.0431,6.7616,5.5898,0.19913,2.2721,2.2077,3.7136,0.43,-0.90832,-8.1,-5.1,2.3,-4.1,0.18232,-0.63924,-19,-9.9704,32.8
YPL085W,4.92,4.5218,8.793,4.6974,-0.40542,3.5234,-0.23162,5.2696,0.37,-2.2055,-5.3,-4.4,-3.5,-2.3,-1.6094,-0.63311,-18.7,-7.5817,20.9
YOR132W,4.2485,3.8918,7.4122,4.1455,-0.40713,2.8959,0.62576,4.8828,0.35,-1.7844,-6.2,-0.9,1.13,-3.8,-1.6094,-0.60798,-16,-7.4093,33.8
YGL087C,3.2581,4.7449,6.0259,4.4896,0.55178,2.6672,1.8805,5.1911,0.42,-1.7435,4.7,4.7,-7.7,-6.1,-1.6094,-0.56563,-12.7,-7.1417,26.3
YGR105W,3.8918,5.1417,5.4553,5.0289,0.56212,2.0149,2.636,5.178,0.36,-1.9283,-7.9,2.9,-4.7,-4.9,-1.6094,-0.65918,-14.9,-10.9,30.7
YBR125C,5.2311,4.9127,7.075,3.8704,-0.47619,2.1633,0.4525,3.7377,0.34,-2.3969,-9.7,-7.3,-10.4,0,-1.6094,-0.54932,-16.2,-8.8237,37.2
YNL166C,3.0445,4.4998,7.2056,4.0318,0.27541,2.1972,0.96963,5.0499,0.38,-1.8734,-1.8,-1.8,-4.6,0.2,-1.6094,-0.5713,-19.9,-7.8279,35.8
YIL145C,2.0794,4.6052,6.8352,4.3694,0.037637,1.6677,2.2612,5.5683,0.35,-1.8971,-5.9,-5.9,-10.7,-4.9,-1.6094,-0.49471,-14,-9.8,31.1
YLR194C,2.9444,4.1431,6.6399,4.0659,0.36451,1.3863,3.0034,4.5504,0.35,-0.56037,0.6,0.6,-9,-3.6,-1.6094,-0.44809,-27,-10.133,41.9
YPL110C,3.7612,4.6052,8.2085,3.5157,-0.41607,3.8918,-0.6789,4.3041,0.37,-2.9188,3.8,-4.2,-7.5,-4.4,0.18232,-0.60089,-16.4,-7.7345,33.3
YKL040C,2.7081,5.5215,6.6477,4.5269,0.25543,2.1401,1.5464,5.7214,0.43,-1.4317,-9.4,-9.4,5.6,0,0.18232,-0.57737,-18.2,-9.125,34.7
YPL203W,5.0876,5.4765,7.0414,3.8668,-0.079677,2.7973,0.72073,4.538,0.37,-2.4373,-8.7,6.3,-2.6,0,-1.6094,-0.5953,-16.8,-8.6784,32.1
YNR055C,6.1225,4.3567,7.4736,4.1035,-0.84345,2.7663,0.44063,4.3086,0.41,-1.6049,-1.9,-3.3,-11.4,-5.7,0.78846,-0.49456,-17.7,-9.8421,39.6
YML115C,3.7377,4.0254,7.3827,4.5931,-0.032088,1.8083,1.6692,4.258,0.39,-1.8938,-8,-6.6,-2.5,2.6,-1.6094,-0.56516,-17.5,-8.9135,31.5
YNL221C,4.1109,4.9345,7.874,4.1159,-0.90268,1.2809,1.8456,3.912,0.35,-1.5731,-2.6,-9.6,-9.8,-3.5,-1.6094,-0.56651,-16.3,-7.807,31.2
YBR057C,4.4886,4.6347,7.004,3.423,-0.09004,2.23,0.48918,4.1972,0.37,-2.0573,-5.5,-8.4,-10.1,-7.4,-1.6094,-0.52313,-12.9,-6.3649,38.9
YPL269W,2.1972,4.9416,7.5679,2.9699,-1.8289,1.9741,-0.10834,3.989,0.36,-3.1442,-1.9,-1.9,-8.3,-4.4,-1.6094,-0.58972,-15.5,-7.6,40.1
YER131W,5.9558,4.7791,5.8861,7.6147,0.29446,1.9459,3.5418,8.0665,0.6,-0.91879,6.8,-1.24,-4.1,-7.7,-1.6094,-0.49603,-10,-7.5,28.6
YGL113W,3.5835,5.5094,7.6044,3.1219,-1.4771,1.0296,0.81418,4.0431,0.35,-2.4817,-10.7,-14.5,-5.1,-6.3,-1.6094,-0.60573,-15.3,-6.2494,38.3
YGL105W,3.1355,4.5643,7.0309,6.6094,0.1768,3.627,1.9733,7.5907,0.53,-1.94,-3.6,-3.6,-2.5,-4.7,-1.6094,-0.51018,-16.7,-8.8806,27.9
YEL019C,2.1972,3.9318,6.6896,2.4362,-0.075387,0.33647,1.2819,4.3652,0.37,-3.2571,2.4,2.4,-1.4,-5.6,-1.6094,-0.59854,-15.1,-7.196,34.3
YDR486C,2.0794,4.852,6.5367,4.1114,0.217,1.9315,2.0982,5.112,0.4,-2.1078,-6.8,-6.8,3.2,-9.3,-1.6094,-0.4388,-19.9,-7.581,29.9
YNL293W,3.7136,4.6052,7.5507,3.0253,-0.4908,1.6487,1.326,4.2341,0.35,-2.3805,-8.5,4.9,-10.9,-1.2,-1.6094,-0.51552,-20.1,-8.4968,39.5
YDL129W,5.0106,6.0355,6.7754,2.8959,-0.43376,0.78846,1.4041,3.6889,0.33,-1.9769,-8.9,-11.6,-4.1,2.6,-1.6094,-0.55451,-16.3,-7.4821,46.5
YGR214W,2.9444,4.2905,6.632,7.8247,0.245,3.3604,2.7745,5.6033,0.59,-1.3972,-5.3,-5.3,-1.1,-4.8,-1.6094,-0.56679,-16.5,-9.6375,25
YCR083W,2.3026,4.7449,5.9506,4.6578,-0.020028,3.0681,1.5912,3.7612,0.4,-1.8985,-11.6,-11.6,-1.42,-6.7,-1.6094,-0.42665,-13,-9.5636,42.6
YNL310C,3.5264,4.4886,6.2634,4.1665,0.24374,2.0919,0.98101,7.2647,0.35,-2.3455,-5.3,-5.3,-9.3,-1.4,-1.6094,-0.36743,-18,-9.9406,37.6
YML035C,5.1648,5.4765,7.7969,4.5918,-0.37537,3.7257,0.030356,5.3279,0.41,-2.398,-3,-3.3,-6.9,-7.1,-1.6094,-0.5732,-29.6,-8.8975,32.6
YKL009W,3.5835,4.6821,6.5667,5.2247,0.49273,0.58779,4.0269,6.4356,0.48,-1.5479,-3.4,-3.4,-6,0.7,-1.6094,-0.643,-13.4,-7.7545,34.4
YCL052C,3.9703,5.1358,7.1317,3.7762,-0.43122,2.6462,0.98767,4.2996,0.37,-3.0555,-11.5,-13.8,-9.6,-8.1,-1.6094,-0.62724,-11.8,-6.7775,32.1
YJL104W,3.091,5.118,6.1092,4.8584,0.29701,2.0669,2.3485,6.0474,0.35,-1.6225,-10.8,-10.8,-7.6,-1.6,-1.6094,-0.67215,-11.8,-7.4,34.8
YDL174C,3.2958,4.5218,7.4753,4.1688,-0.56933,1.6864,3.3238,3.7612,0.42,-1.7856,-10.1,-10.1,-5.6,-3.4,-1.6094,-0.39491,-26.1,-10.2,32.4
YDL103C,4.1271,4.7958,7.2682,4.4536,0.24383,2.9907,0.67028,5.2003,0.42,-2.3382,-0.9,-5.1,-8.5,3.1,-1.6094,-0.57891,-14.8,-8.6826,31.8
YMR287C,3.6109,4.6151,7.9759,3.0531,-1.0652,1.6487,0.7018,3.8918,0.33,-2.7871,-7.5,-10,-7.9,0.4,-1.6094,-0.65586,-16.9,-7.1874,30.9
YPL131W,2.9444,4.585,6.7957,8.4932,0.3359,2.8214,4.1972,8.357,0.64,-1.0242,-5.5,-5.5,-5.5,-0.7,-1.6094,-0.48316,-18.6,-9.5607,26.1
YHR158C,4.8828,4.9488,8.1591,3.9707,-0.41133,2.7213,0.15882,4.6697,0.38,-2.0612,-5.6,-6.6,-4,6.2,-1.6094,-0.61906,-21.4,-7.4063,30.4
YMR300C,4.8283,4.1431,7.335,5.1223,-0.0080817,0.99325,3.849,6.8473,0.44,-1.7137,-1.2,-2.9,-7.4,-3.9,-1.6094,-0.68731,-16.7,-9.478,35.9
YLR277C,4.9904,4.1109,7.7579,3.6791,-0.67886,1.2528,1.4062,4.5574,0.37,-2.2164,-2,-5.6,-9.9,-8.9,-1.6094,-0.70223,-16.3,-7.8132,46.3
YGR086C,4.382,5.6384,6.9276,6.5575,0.12209,2.5257,3.2689,7.1517,0.52,-1.7714,-4.1,0,0,-4.8,0.18232,-0.56864,-17.7,-9.4156,33.9
YHR018C,3.989,5.0239,7.2385,4.3678,0.19446,1.9879,3.2211,7.8602,0.44,-2.0371,-2.9,-5.4,-7.3,-8.9,-1.6094,-0.59334,-17.8,-9.9089,36.3
YDR408C,3.8067,5.2149,6.4693,4.9321,0.08326,1.9459,2.3774,6.8794,0.39,-1.4061,-5.6,-5.2,1.5,-11.2,0.18232,-0.33663,-19.6,-11.425,33.7
YHR195W,5.112,5.2781,6.8732,3.5542,-0.62088,2.3125,1.154,4.638,0.34,-1.7994,-7.1,-9.1,-4.7,-3.3,0.18232,-0.56381,-13.7,-7.3774,47.1
YNL141W,3.091,4.7362,6.9508,4.5879,0.04496,1.5476,1.9688,6.1413,0.44,-1.9085,-9.8,-9.8,-6.3,3.7,-1.6094,-0.59465,-17.2,-10.173,34.9
YOR308C,3.1355,5.8833,7.4753,3.1946,-0.22622,1.0647,1.7783,4.5109,0.34,-1.9878,-4.9,-4.9,-9.4,-11.8,-1.6094,-0.69601,-16.7,-5.9468,31
